,thomas_num,thomas_name,first_name,last_name,icpsr,congress,year,st_name,cd,dem,majority,elected,female,votepct,votepct_sq,dwnom1,deleg_size,speaker,chair,subchr,power,budget,seniority,sensq,maj_leader,min_leader,ss_bills,ss_aic,ss_abc,ss_pass,ss_law,s_bills,s_aic,s_abc,s_pass,s_law,c_bills,c_aic,c_abc,c_pass,c_law,all_bills,all_aic,all_abc,all_pass,all_law,les
4853,4853,"Thompson, Bennie", Bennie,Thompson,29368,103,1993,MS,2,1,1,1993,0,NA,NA,-0.560000002,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,2,2,2,2,2,6,2,2,2,2,0.268649191
5293,5293,"Thompson, Bennie", Bennie,Thompson,29368,104,1995,MS,2,1,0,1993,0,54,2916,-0.547999978,5,0,0,0,0,1,2,4,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0.118610553
5750,5750,"Thompson, Bennie", Bennie,Thompson,29368,105,1997,MS,2,1,0,1993,0,60,3600,-0.537,5,0,0,0,0,1,3,9,0,0,0,0,0,0,0,5,0,0,0,0,2,1,2,2,0,7,1,2,2,0,0.218162954
6187,6187,"Thompson, Bennie", Bennie,Thompson,29368,106,1999,MS,2,1,0,1993,0,71,5041,-0.526000023,5,0,0,0,0,1,4,16,0,0,0,0,0,0,0,8,1,1,0,0,1,1,1,1,0,9,2,2,1,0,0.358986795
6634,6634,"Thompson, Bennie", Bennie,Thompson,29368,107,2001,MS,2,1,0,1993,0,65,4225,-0.513999999,5,0,0,0,0,1,5,25,0,0,0,0,0,0,0,4,1,1,0,0,1,0,0,0,0,5,1,1,0,0,0.299466878
7082,7082,"Thompson, Bennie", Bennie,Thompson,29368,108,2003,MS,2,1,0,1993,0,55,3025,-0.503000021,4,0,0,0,0,0,6,36,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0.08301238
7527,7527,"Thompson, Bennie", Bennie,Thompson,29368,109,2005,MS,2,1,0,1993,0,58,3364,-0.492000014,4,0,0,0,0,0,7,49,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,12,0,0,0,0,0.156638429
7973,7973,"Thompson, Bennie", Bennie,Thompson,29368,110,2007,MS,2,1,1,1993,0,64,4096,-0.479999989,4,0,1,0,0,0,8,64,0,0,2,1,2,2,1,19,4,4,3,0,2,2,2,2,1,23,7,8,7,2,3.022818804
8429,8430,"Thompson, Bennie", Bennie,Thompson,29368,111,2009,MS,2,1,1,1993,0,69,4761,-0.458000004,4,0,1,0,0,0,9,81,0,0,1,1,1,1,0,15,0,0,0,0,4,2,2,2,1,20,3,3,3,1,1.160266638
8874,8875,"Thompson, Bennie", Bennie,Thompson,29368,112,2011,MS,2,1,0,1993,0,61,3721,-0.446999997,4,0,0,0,0,0,10,100,0,0,0,0,0,0,0,15,2,2,2,1,3,2,2,1,1,18,4,4,3,2,1.690292001
394,394,"Thompson, Frank", Frank,Thompson,9322,93,1973,NJ,4,1,1,1954,0,58,3364,-0.518999994,15,0,0,1,0,0,10,100,0,0,3,2,2,2,0,35,0,0,0,0,1,0,0,0,0,39,2,2,2,0,1.373245239
847,847,"Thompson, Frank", Frank,Thompson,9322,94,1975,NJ,4,1,1,1954,0,57,3249,-0.518000007,15,0,1,1,0,0,11,121,0,0,2,2,2,2,0,36,2,2,1,1,0,0,0,0,0,38,4,4,3,1,1.863382101
1282,1282,"Thompson, Frank", Frank,Thompson,9322,95,1977,NJ,4,1,1,1954,0,67,4489,-0.51700002,15,0,1,1,0,0,12,144,0,0,5,5,5,2,0,37,4,4,3,1,1,0,0,0,0,43,9,9,5,1,3.226464272
1730,1730,"Thompson, Frank", Frank,Thompson,9322,96,1979,NJ,4,1,1,1954,0,62,3844,-0.51700002,15,0,1,1,0,0,13,169,0,0,6,6,6,4,2,19,1,4,4,3,1,0,1,1,1,26,7,11,9,6,5.124978542
8430,8431,"Thompson, Glenn", Glenn,Thompson,20946,111,2009,PA,5,0,0,2008,0,57,3249,0.458000004,19,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,1,1,1,0,0,0,0,0,0,4,1,1,1,0,0.403379202
8873,8874,"Thompson, Glenn", Glenn,Thompson,20946,112,2011,PA,5,0,1,2008,0,68,4624,0.458000004,19,0,0,1,0,0,2,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0.13421014
6188,6188,"Thompson, Mike", Mike,Thompson,29901,106,1999,CA,1,1,0,1998,0,62,3844,-0.437999994,52,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7,1,2,2,1,1,0,0,0,0,8,1,2,2,1,0.845080197
6635,6635,"Thompson, Mike", Mike,Thompson,29901,107,2001,CA,1,1,0,1998,0,65,4225,-0.430000007,52,0,0,0,0,0,2,4,0,0,0,0,0,0,0,17,3,3,1,0,3,1,1,1,1,20,4,4,2,1,1.255231738
7083,7083,"Thompson, Mike", Mike,Thompson,29901,108,2003,CA,1,1,0,1998,0,64,4096,-0.423000008,53,0,0,0,0,1,3,9,0,0,0,0,0,0,0,17,3,2,1,1,2,0,0,0,0,19,3,2,1,1,1.249175549
7528,7528,"Thompson, Mike", Mike,Thompson,29901,109,2005,CA,1,1,0,1998,0,67,4489,-0.414999992,53,0,0,0,1,0,4,16,0,0,0,0,0,0,0,13,1,2,2,1,1,0,1,1,1,14,1,3,3,2,1.217185616
7974,7974,"Thompson, Mike", Mike,Thompson,29901,110,2007,CA,1,1,1,1998,0,66,4356,-0.407999992,53,0,0,0,1,0,5,25,0,0,0,0,0,0,0,24,5,3,3,1,0,0,0,0,0,24,5,3,3,1,1.620667338
8431,8432,"Thompson, Mike", Mike,Thompson,29901,111,2009,CA,1,1,1,1998,0,68,4624,-0.414999992,53,0,0,1,1,0,6,36,0,0,0,0,0,0,0,25,2,1,0,0,2,0,2,2,2,27,2,3,2,2,0.938082874
8875,8876,"Thompson, Mike", Mike,Thompson,29901,112,2011,CA,1,1,0,1998,0,63,3969,-0.418000013,53,0,0,0,1,0,7,49,0,0,0,0,0,0,0,10,1,0,0,0,2,1,1,1,1,12,2,1,1,1,0.419492722
395,395,"Thomson, Vernon", Vernon,Thomson,10564,93,1973,WI,3,0,0,1960,0,55,3025,0.179000005,9,0,0,0,0,0,7,49,0,0,0,0,0,0,0,38,1,1,0,0,5,0,0,0,0,43,1,1,0,0,0.388897032
396,396,"Thone, Charles", Charles,Thone,13045,93,1973,NE,1,0,0,1970,0,64,4096,0.186000004,3,0,0,0,0,0,2,4,0,0,0,0,0,0,0,63,0,0,0,0,1,1,1,1,1,64,1,1,1,1,0.41924876
848,848,"Thone, Charles", Charles,Thone,13045,94,1975,NE,1,0,0,1970,0,53,2809,0.186000004,3,0,0,0,0,0,3,9,0,0,0,0,0,0,0,46,1,1,1,1,0,0,0,0,0,46,1,1,1,1,0.689469457
1283,1283,"Thone, Charles", Charles,Thone,13045,95,1977,NE,1,0,0,1970,0,73,5329,0.186000004,3,0,0,0,0,0,4,16,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0.296321064
5294,5294,"Thornberry, Mac", Mac,Thornberry,29572,104,1995,TX,13,0,1,1994,0,55,3025,0.568000019,30,0,0,0,0,0,1,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0.153045878
5751,5751,"Thornberry, Mac", Mac,Thornberry,29572,105,1997,TX,13,0,1,1994,0,67,4489,0.583999991,30,0,0,0,0,0,2,4,0,0,0,0,0,0,0,13,3,2,2,1,0,0,0,0,0,13,3,2,2,1,1.346389055
6189,6189,"Thornberry, Mac", Mac,Thornberry,29572,106,1999,TX,13,0,1,1994,0,68,4624,0.601000011,30,0,0,0,0,1,3,9,0,0,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0.26215896
6636,6636,"Thornberry, Mac", Mac,Thornberry,29572,107,2001,TX,13,0,1,1994,0,68,4624,0.616999984,30,0,0,1,0,1,4,16,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,11,1,0,0,0,0.290654868
7084,7084,"Thornberry, Mac", Mac,Thornberry,29572,108,2003,TX,13,0,1,1994,0,79,6241,0.633000016,32,0,0,0,0,1,5,25,0,0,0,0,0,0,0,5,0,0,0,0,1,1,1,1,0,6,1,1,1,0,0.158075914
7529,7529,"Thornberry, Mac", Mac,Thornberry,29572,109,2005,TX,13,0,1,1994,0,92,8464,0.648999989,32,0,0,0,0,0,6,36,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,6,1,0,0,0,0.205690727
7975,7975,"Thornberry, Mac", Mac,Thornberry,29572,110,2007,TX,13,0,0,1994,0,74,5476,0.665000021,32,0,0,0,0,0,7,49,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0.100268975
8432,8433,"Thornberry, Mac", Mac,Thornberry,29572,111,2009,TX,13,0,0,1994,0,78,6084,0.73299998,32,0,0,0,0,0,8,64,0,0,0,0,0,0,0,14,1,1,1,1,0,0,0,0,0,14,1,1,1,1,0.931536794
8876,8877,"Thornberry, Mac", Mac,Thornberry,29572,112,2011,TX,13,0,1,1994,0,87,7569,0.749000013,32,0,0,1,0,0,9,81,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0.107368104
397,397,"Thornton, Ray", Ray,Thornton,14058,93,1973,AR,4,1,1,1972,0,100,10000,-0.211999997,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0.041347269
849,849,"Thornton, Ray", Ray,Thornton,14058,94,1975,AR,4,1,1,1972,0,100,10000,-0.238999993,4,0,0,0,0,0,2,4,0,0,0,0,0,0,0,13,2,2,2,1,0,0,0,0,0,13,2,2,2,1,0.760657609
1284,1284,"Thornton, Ray", Ray,Thornton,14058,95,1977,AR,4,1,1,1972,0,100,10000,-0.264999986,4,0,0,1,0,0,3,9,0,0,0,0,0,0,0,25,1,1,1,0,1,0,0,0,0,26,1,1,1,0,0.400386959
4409,4409,"Thornton, Ray", Ray,Thornton,14058,102,1991,AR,2,1,1,1990,0,60,3600,-0.291999996,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4854,4854,"Thornton, Ray", Ray,Thornton,14058,103,1993,AR,2,1,1,1990,0,74,5476,-0.317999989,4,0,0,0,1,0,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.015633233
5295,5295,"Thornton, Ray", Ray,Thornton,14058,104,1995,AR,2,1,0,1990,0,57,3249,-0.344999999,4,0,0,0,1,0,3,9,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.076522939
5752,5752,"Thune, John", John,Thune,29754,105,1997,SD,1,0,1,1996,0,58,3364,0.356000006,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,11,3,0,0,0,0.48258698
6190,6190,"Thune, John", John,Thune,29754,106,1999,SD,1,0,1,1996,0,75,5625,0.356000006,1,0,0,0,0,0,2,4,0,0,1,0,0,0,0,13,5,5,5,4,0,0,0,0,0,14,5,5,5,4,2.643545628
6637,6637,"Thune, John", John,Thune,29754,107,2001,SD,1,0,1,1996,0,73,5329,0.356000006,1,0,0,1,0,0,3,9,0,0,0,0,0,0,0,22,1,3,3,1,1,0,1,1,0,23,1,4,4,1,1.592810988
4855,4855,"Thurman, Karen", Karen,Thurman,29330,103,1993,FL,5,1,1,1992,1,49,2401,-0.244000003,23,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,5,2,0,0,0,0.205254555
5296,5296,"Thurman, Karen", Karen,Thurman,29330,104,1995,FL,5,1,0,1992,1,57,3249,-0.273000002,23,0,0,0,0,0,2,4,0,0,1,1,0,0,0,7,0,0,0,0,1,0,0,0,0,9,1,0,0,0,0.329822302
5753,5753,"Thurman, Karen", Karen,Thurman,29330,105,1997,FL,5,1,0,1992,1,62,3844,-0.303000003,23,0,0,0,1,0,3,9,0,0,0,0,0,0,0,12,0,0,0,0,1,1,0,0,0,13,1,0,0,0,0.239498734
6191,6191,"Thurman, Karen", Karen,Thurman,29330,106,1999,FL,5,1,0,1992,1,66,4356,-0.333000004,23,0,0,0,1,0,4,16,0,0,0,0,0,0,0,8,1,1,1,0,0,0,0,0,0,8,1,1,1,0,0.411422193
6638,6638,"Thurman, Karen", Karen,Thurman,29330,107,2001,FL,5,1,0,1992,1,64,4096,-0.361999989,23,0,0,0,1,0,5,25,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0.156069964
5297,5297,"Tiahrt, Todd", Todd,Tiahrt,29524,104,1995,KS,4,0,1,1994,0,53,2809,0.593999982,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0.095653668
5754,5754,"Tiahrt, Todd", Todd,Tiahrt,29524,105,1997,KS,4,0,1,1994,0,50,2500,0.577000022,4,0,0,0,1,0,2,4,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,9,1,0,0,0,0.257293135
6192,6192,"Tiahrt, Todd", Todd,Tiahrt,29524,106,1999,KS,4,0,1,1994,0,58,3364,0.560000002,4,0,0,0,1,0,3,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.046263345
6639,6639,"Tiahrt, Todd", Todd,Tiahrt,29524,107,2001,KS,4,0,1,1994,0,54,2916,0.54400003,4,0,0,0,1,0,4,16,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0.156069964
7085,7085,"Tiahrt, Todd", Todd,Tiahrt,29524,108,2003,KS,4,0,1,1994,0,61,3721,0.52700001,4,0,0,0,1,0,5,25,0,0,0,0,0,0,0,8,1,2,1,0,2,1,1,1,1,10,2,3,2,1,0.732430756
7530,7530,"Tiahrt, Todd", Todd,Tiahrt,29524,109,2005,KS,4,0,1,1994,0,66,4356,0.50999999,4,0,0,0,1,0,6,36,0,0,0,0,0,0,0,15,2,1,0,0,0,0,0,0,0,15,2,1,0,0,0.558676243
7976,7976,"Tiahrt, Todd", Todd,Tiahrt,29524,110,2007,KS,4,0,0,1994,0,64,4096,0.493999988,4,0,0,0,1,0,7,49,0,0,0,0,0,0,0,8,0,0,0,0,3,1,2,2,1,11,1,2,2,1,0.266210943
8433,8434,"Tiahrt, Todd", Todd,Tiahrt,29524,111,2009,KS,4,0,0,1994,0,63,3969,0.536000013,4,0,0,0,1,0,8,64,0,0,0,0,0,0,0,20,0,0,0,0,2,0,0,0,0,22,0,0,0,0,0.284695297
6640,6640,"Tiberi, Patrick", Patrick,Tiberi,20130,107,2001,OH,12,0,1,2000,0,53,2809,0.508000016,19,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,3,1,0,0,0,0.153313294
7086,7086,"Tiberi, Patrick", Patrick,Tiberi,20130,108,2003,OH,12,0,1,2000,0,64,4096,0.508000016,18,0,0,0,0,0,2,4,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,5,1,1,0,0,0.302716911
7531,7531,"Tiberi, Patrick", Patrick,Tiberi,20130,109,2005,OH,12,0,1,2000,0,62,3844,0.508000016,18,0,0,1,0,0,3,9,0,0,2,1,2,2,1,8,4,3,2,1,1,0,0,0,0,11,5,5,4,2,3.405884266
7977,7977,"Tiberi, Patrick", Patrick,Tiberi,20130,110,2007,OH,12,0,0,2000,0,57,3249,0.508000016,18,0,0,0,1,1,4,16,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.050134487
8434,8435,"Tiberi, Patrick", Patrick,Tiberi,20130,111,2009,OH,12,0,0,2000,0,55,3025,0.617999971,18,0,0,0,1,0,5,25,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,1,1,3,1,1,1,1,0.166769445
8877,8878,"Tiberi, Patrick", Patrick,Tiberi,20130,112,2011,OH,12,0,1,2000,0,56,3136,0.617999971,18,0,0,1,1,0,6,36,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,11,1,0,0,0,0.255745769
398,398,"Tiernan, Robert", Robert,Tiernan,11061,93,1973,RI,2,1,1,1967,0,63,3969,-0.377999991,2,0,0,0,1,0,4,16,0,0,1,0,0,0,0,104,0,0,0,0,2,0,0,0,0,107,0,0,0,0,0.549918711
5755,5755,"Tierney, John", John,Tierney,29730,105,1997,MA,6,1,0,1996,0,48,2304,-0.545000017,10,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.036161561
6193,6193,"Tierney, John", John,Tierney,29730,106,1999,MA,6,1,0,1996,0,55,3025,-0.555000007,10,0,0,0,0,0,2,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0.138790041
6641,6641,"Tierney, John", John,Tierney,29730,107,2001,MA,6,1,0,1996,0,71,5041,-0.56400001,10,0,0,0,0,0,3,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0.14046298
7087,7087,"Tierney, John", John,Tierney,29730,108,2003,MA,6,1,0,1996,0,68,4624,-0.574000001,10,0,0,0,0,0,4,16,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0.11621733
7532,7532,"Tierney, John", John,Tierney,29730,109,2005,MA,6,1,0,1996,0,70,4900,-0.583999991,10,0,0,0,0,0,5,25,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0.097899012
7978,7978,"Tierney, John", John,Tierney,29730,110,2007,MA,6,1,1,1996,0,70,4900,-0.592999995,10,0,0,1,0,0,6,36,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0.100268975
8435,8436,"Tierney, John", John,Tierney,29730,111,2009,MA,6,1,1,1996,0,70,4900,-0.505999982,10,0,0,1,0,0,7,49,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0.083733909
8878,8879,"Tierney, John", John,Tierney,29730,112,2011,MA,6,1,0,1996,0,57,3249,-0.503000021,10,0,0,0,0,0,8,64,0,0,0,0,0,0,0,12,0,0,0,0,1,0,1,1,1,13,0,1,1,1,0.313913018
8879,8880,"Tipton, Scott", Scott,Tipton,21111,112,2011,CO,3,0,1,2010,0,50,2500,0.663999975,7,0,0,1,0,0,1,1,0,0,0,0,0,0,0,13,5,5,2,0,1,0,0,0,0,14,5,5,2,0,1.669981718
8436,8437,"Titus, Dina", Dina,Titus,20927,111,2009,NV,3,1,1,2008,1,47,2209,-0.239999995,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,11,0,3,3,0,0,0,0,0,0,11,0,3,3,0,0.850116909
8437,8438,"Tonko, Paul", Paul,Tonko,20934,111,2009,NY,21,1,1,2008,0,62,3844,-0.419,29,0,0,0,0,0,1,1,0,0,0,0,0,0,0,17,3,3,3,0,1,1,1,1,1,18,4,4,4,1,1.429938555
8880,8881,"Tonko, Paul", Paul,Tonko,20934,112,2011,NY,21,1,0,2008,0,59,3481,-0.419,29,0,0,0,0,0,2,4,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0.25499925
1285,1285,"Tonry, Richard", Richard,Tonry,14455,95,1977,LA,1,1,1,1976,0,52,2704,-0.25,8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6194,6194,"Toomey, Patrick", Patrick,Toomey,29935,106,1999,PA,15,0,1,1998,0,55,3025,0.768000007,21,0,0,0,0,1,1,1,0,0,1,1,0,0,0,6,0,0,0,0,1,1,1,1,0,8,2,1,1,0,0.354161918
6642,6642,"Toomey, Patrick", Patrick,Toomey,29935,107,2001,PA,15,0,1,1998,0,53,2809,0.768000007,21,0,0,1,0,1,2,4,0,0,0,0,0,0,0,14,3,3,2,1,1,0,1,1,1,15,3,4,3,2,1.623235464
7088,7088,"Toomey, Patrick", Patrick,Toomey,29935,108,2003,PA,15,0,1,1998,0,57,3249,0.768000007,19,0,0,1,0,1,3,9,0,0,0,0,0,0,0,9,2,1,0,0,2,0,0,0,0,11,2,1,0,0,0.487073898
4856,4856,"Torkildsen, Peter", Peter,Torkildsen,29359,103,1993,MA,6,0,0,1992,0,55,3025,0.165000007,10,0,0,0,0,0,1,1,0,0,0,0,0,0,0,11,2,0,0,0,1,0,0,0,0,12,2,0,0,0,0.302180618
5298,5298,"Torkildsen, Peter", Peter,Torkildsen,29359,104,1995,MA,6,0,1,1992,0,51,2601,0.165000007,10,0,0,1,0,0,2,4,0,0,1,1,1,1,1,11,3,1,1,0,0,0,0,0,0,12,4,2,2,1,1.858363032
2618,2618,"Torres, Estaban", Estaban,Torres,15070,98,1983,CA,34,1,1,1982,0,57,3249,-0.47299999,45,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.013643068
3065,3065,"Torres, Estaban", Estaban,Torres,15070,99,1985,CA,34,1,1,1982,0,60,3600,-0.481000006,45,0,0,0,0,0,2,4,0,0,0,0,0,0,0,6,3,0,0,0,1,0,0,0,0,7,3,0,0,0,0.26408875
3516,3516,"Torres, Estaban", Estaban,Torres,15070,100,1987,CA,34,1,1,1982,0,60,3600,-0.488000005,45,0,0,0,0,0,3,9,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0.1010084
3963,3963,"Torres, Estaban", Estaban,Torres,15070,101,1989,CA,34,1,1,1982,0,63,3969,-0.495999992,45,0,0,1,0,0,4,16,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,9,2,0,0,0,0.245684803
4410,4410,"Torres, Estaban", Estaban,Torres,15070,102,1991,CA,34,1,1,1982,0,61,3721,-0.504000008,45,0,0,1,0,0,5,25,0,0,1,1,1,0,0,13,3,2,2,0,0,0,0,0,0,14,4,3,2,0,1.005955696
4857,4857,"Torres, Estaban", Estaban,Torres,15070,103,1993,CA,34,1,1,1982,0,61,3721,-0.512000024,52,0,0,0,1,0,6,36,0,0,1,1,1,1,0,10,0,0,0,0,1,0,0,0,0,12,1,1,1,0,0.714358866
5299,5299,"Torres, Estaban", Estaban,Torres,15070,104,1995,CA,34,1,0,1982,0,62,3844,-0.518999994,52,0,0,0,1,0,7,49,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0.114784405
5756,5756,"Torres, Estaban", Estaban,Torres,15070,105,1997,CA,34,1,0,1982,0,68,4624,-0.52700001,52,0,0,0,1,0,8,64,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.054242339
2619,2619,"Torricelli, Robert", Robert,Torricelli,15071,98,1983,NJ,9,1,1,1982,0,53,2809,-0.298999995,14,0,0,0,0,0,1,1,0,0,0,0,0,0,0,11,1,1,1,0,3,0,0,0,0,14,1,1,1,0,0.387795508
3066,3066,"Torricelli, Robert", Robert,Torricelli,15071,99,1985,NJ,9,1,1,1982,0,63,3969,-0.294999987,14,0,0,0,0,0,2,4,0,0,1,1,0,0,0,21,5,1,0,0,2,0,0,0,0,24,6,1,0,0,0.848600328
3517,3517,"Torricelli, Robert", Robert,Torricelli,15071,100,1987,NJ,9,1,1,1982,0,69,4761,-0.291000009,14,0,0,0,0,0,3,9,0,0,0,0,0,0,0,16,3,0,0,0,1,0,0,0,0,17,3,0,0,0,0.414637595
3964,3964,"Torricelli, Robert", Robert,Torricelli,15071,101,1989,NJ,9,1,1,1982,0,68,4624,-0.287,14,0,0,0,0,0,4,16,0,0,0,0,0,0,0,21,5,1,0,0,0,0,0,0,0,21,5,1,0,0,0.680686712
4411,4411,"Torricelli, Robert", Robert,Torricelli,15071,102,1991,NJ,9,1,1,1982,0,53,2809,-0.282999992,14,0,0,1,0,0,5,25,0,0,2,2,1,1,0,33,2,1,0,0,0,0,0,0,0,35,4,2,1,0,1.28324306
4858,4858,"Torricelli, Robert", Robert,Torricelli,15071,103,1993,NJ,9,1,1,1982,0,58,3364,-0.279000014,13,0,0,1,0,0,6,36,0,0,0,0,0,0,0,32,1,0,0,0,0,0,0,0,0,32,1,0,0,0,0.563807666
5300,5300,"Torricelli, Robert", Robert,Torricelli,15071,104,1995,NJ,9,1,0,1982,0,63,3969,-0.275000006,13,0,0,0,0,0,7,49,0,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,18,1,0,0,0,0.42126298
399,399,"Towell, David", David,Towell,14059,93,1973,NV,1,0,0,1972,0,52,2704,0.243000001,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,16,0,0,0,0,2,0,0,0,0,18,0,0,0,0,0.084761903
2620,2620,"Towns, Edolphus", Edolphus,Towns,15072,98,1983,NY,11,1,1,1982,0,84,7056,-0.611999989,34,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.013643068
3067,3067,"Towns, Edolphus", Edolphus,Towns,15072,99,1985,NY,11,1,1,1982,0,85,7225,-0.601999998,34,0,0,0,0,0,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.015369171
3518,3518,"Towns, Edolphus", Edolphus,Towns,15072,100,1987,NY,11,1,1,1982,0,89,7921,-0.592000008,34,0,0,0,0,0,3,9,0,0,0,0,0,0,0,6,0,0,0,0,1,0,1,1,0,7,0,1,1,0,0.133495733
3965,3965,"Towns, Edolphus", Edolphus,Towns,15072,101,1989,NY,11,1,1,1982,0,87,7569,-0.582000017,34,0,0,0,0,0,4,16,0,0,1,1,1,1,0,5,0,0,0,0,1,1,1,1,0,7,2,2,2,0,0.65818435
4412,4412,"Towns, Edolphus", Edolphus,Towns,15072,102,1991,NY,11,1,1,1982,0,93,8649,-0.572000027,34,0,0,0,0,0,5,25,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,14,1,0,0,0,0.247322544
4859,4859,"Towns, Edolphus", Edolphus,Towns,15072,103,1993,NY,10,1,1,1982,0,96,9216,-0.561999977,31,0,0,1,0,0,6,36,0,0,1,1,0,0,0,13,0,0,0,0,1,1,1,1,1,15,2,1,1,1,0.464645028
5301,5301,"Towns, Edolphus", Edolphus,Towns,15072,104,1995,NY,10,1,0,1982,0,89,7921,-0.551999986,31,0,0,0,0,0,7,49,0,0,0,0,0,0,0,15,2,1,1,1,0,0,0,0,0,15,2,1,1,1,0.942502201
5757,5757,"Towns, Edolphus", Edolphus,Towns,15072,105,1997,NY,10,1,0,1982,0,91,8281,-0.541999996,31,0,0,0,0,0,8,64,0,0,1,1,1,1,1,21,0,0,0,0,0,0,0,0,0,22,1,1,1,1,1.752203703
6195,6195,"Towns, Edolphus", Edolphus,Towns,15072,106,1999,NY,10,1,0,1982,0,92,8464,-0.532000005,31,0,0,0,0,0,9,81,0,0,1,1,0,0,0,21,1,0,0,0,1,0,0,0,0,23,2,0,0,0,0.612917066
6643,6643,"Towns, Edolphus", Edolphus,Towns,15072,107,2001,NY,10,1,0,1982,0,90,8100,-0.522000015,31,0,0,0,0,0,10,100,0,0,0,0,0,0,0,13,0,0,0,0,1,0,0,0,0,14,0,0,0,0,0.206012353
7089,7089,"Towns, Edolphus", Edolphus,Towns,15072,108,2003,NY,10,1,0,1982,0,98,9604,-0.512000024,29,0,0,0,0,0,11,121,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,12,0,0,0,0,0.185947731
